student_id,week,sleep_hours,study_hours,late_submissions,stress_level,social_activity_freq,emotional_state,exercise_hours,screen_time,burnout_label
STU-EC2ED436,11,3.9,11.8,3,7,0,Feeling isolated and lonely,1.6,12.2,2
STU-EC2ED436,12,4.2,12.4,3,8,0,"Breaking down emotionally, can't handle it",1.0,12.2,2
STU-AFE8742F,1,5.2,10.8,5,8,1,Feeling isolated and lonely,2.1,8.7,2
STU-AFE8742F,2,5.2,9.8,4,6,1,"Breaking down emotionally, can't handle it",2.1,7.5,2
STU-AFE8742F,3,6.6,8.8,4,7,2,Feeling numb and disconnected,2.5,8.4,2
STU-AFE8742F,4,5.6,10.5,4,5,2,Constantly tired no matter how much I sleep,2.7,7.6,1
STU-AFE8742F,5,5.4,10.0,4,7,2,Very stressed about deadlines,2.5,7.5,2
STU-AFE8742F,6,5.8,9.3,4,6,0,Too much pressure from all sides,2.9,5.9,2
STU-AFE8742F,7,5.7,9.8,3,5,3,Feeling indifferent about things,3.3,5.6,1
STU-AFE8742F,8,6.4,9.5,3,5,3,"Doing alright, could be better",3.4,8.1,1
STU-AFE8742F,9,8.1,11.4,4,5,3,"Doing alright, could be better",3.9,6.2,1
STU-AFE8742F,10,7.7,8.3,4,5,3,Excited about upcoming projects,4.0,6.7,1
STU-AFE8742F,11,,9.7,3,4,4,"Good energy, looking forward to classes",3.7,4.9,1
STU-AFE8742F,12,6.6,10.9,3,3,4,Excited about upcoming projects,4.0,7.3,0
STU-C57C7C0A,1,6.5,3.6,1,5,3,Excited about upcoming projects,2.9,4.4,1
STU-C57C7C0A,2,5.4,6.2,1,5,1,Feeling indifferent about things,3.3,5.8,1
STU-C57C7C0A,3,6.6,4.0,2,5,3,"Routine day, nothing remarkable",2.9,5.9,1
STU-C57C7C0A,4,6.3,3.8,3,6,1,Things are manageable but not exciting,3.2,5.5,1
STU-C57C7C0A,5,4.9,5.2,2,7,2,Dreading going to class,2.5,5.9,1
STU-C57C7C0A,6,6.0,3.7,3,6,2,"Routine day, nothing remarkable",2.0,7.5,1
STU-C57C7C0A,7,4.9,5.0,3,7,3,Very stressed about deadlines,1.9,7.6,2
STU-C57C7C0A,8,5.3,3.9,3,8,0,Feeling anxious about everything,2.3,7.3,2
STU-C57C7C0A,9,4.1,2.1,3,9,0,Feeling overwhelmed with assignments,1.5,6.5,2
STU-C57C7C0A,10,4.2,4.2,3,8,0,Feeling hopeless about my grades,0.8,7.5,2
STU-C57C7C0A,11,3.2,4.6,4,9,0,"Breaking down emotionally, can't handle it",1.4,7.2,2
STU-C57C7C0A,12,3.4,4.2,5,7,0,Struggling to concentrate on anything,1.1,8.2,2
STU-11C7716D,1,4.7,10.1,5,6,0,Feeling anxious about everything,1.2,10.9,2
STU-11C7716D,2,4.0,9.0,5,7,1,Feeling isolated and lonely,1.5,11.4,2
STU-11C7716D,3,3.7,10.8,4,7,0,Feeling overwhelmed with assignments,1.6,12.3,2
STU-11C7716D,4,3.5,10.7,5,6,0,Very stressed about deadlines,1.7,9.2,2
STU-11C7716D,5,5.0,10.9,5,6,0,Exhausted and burned out from studying,1.8,9.9,2
STU-11C7716D,6,3.6,11.3,4,6,0,Too much pressure from all sides,1.4,9.4,2
STU-11C7716D,7,4.5,10.7,6,5,0,Feeling numb and disconnected,1.4,10.1,2
STU-11C7716D,8,5.8,10.1,5,8,0,Feeling numb and disconnected,1.0,10.3,2
STU-11C7716D,9,3.8,8.5,4,8,0,Feeling anxious about everything,1.3,10.7,2
STU-11C7716D,10,,11.7,4,7,0,Feeling anxious about everything,1.3,11.1,2
STU-11C7716D,11,4.2,9.4,5,6,0,Feeling overwhelmed with assignments,1.5,10.0,2
STU-11C7716D,12,5.3,10.0,5,6,0,Lost all motivation to study,1.5,10.3,2
STU-040F90C5,1,7.9,5.7,2,4,3,Feeling indifferent about things,3.9,9.1,0
STU-040F90C5,2,6.9,6.5,2,4,5,"Neither good nor bad, just normal",3.8,10.0,0
STU-040F90C5,3,6.1,7.0,3,5,4,"Routine day, nothing remarkable",3.6,9.9,1
STU-040F90C5,4,7.4,4.9,2,6,5,"Can't sleep well, too much anxiety",3.8,9.0,1
STU-040F90C5,5,6.7,6.0,2,6,3,Feeling hopeless about my grades,3.9,9.8,1
STU-040F90C5,6,7.1,5.0,3,5,4,"Routine day, nothing remarkable",3.3,9.7,1
STU-040F90C5,7,6.5,6.5,2,6,4,Constantly tired no matter how much I sleep,3.1,10.4,1
STU-040F90C5,8,7.9,6.5,2,4,4,Just getting by day to day,3.4,9.8,0
STU-040F90C5,9,6.6,5.8,2,4,4,"Average day, going through the motions",4.3,9.4,0
STU-040F90C5,10,6.9,4.6,2,4,3,Struggling to concentrate on anything,3.3,8.6,0
STU-040F90C5,11,8.2,6.3,2,5,4,"Routine day, nothing remarkable",4.1,10.2,0
STU-040F90C5,12,6.8,7.7,3,7,4,Things are manageable but not exciting,3.4,10.0,1
STU-9436BAFF,1,5.9,3.6,3,4,4,Dreading going to class,2.0,6.3,1
STU-9436BAFF,2,6.3,6.4,1,3,3,"Had a productive day, feeling accomplished",1.3,6.9,0
STU-9436BAFF,3,7.1,7.0,2,4,2,Just getting by day to day,1.8,7.0,1
STU-9436BAFF,4,5.8,5.1,2,5,4,Happy and well-rested,2.4,7.0,1
STU-9436BAFF,5,5.5,6.1,3,3,4,Feeling numb and disconnected,1.1,6.9,1
STU-9436BAFF,6,6.8,3.5,3,5,3,Too much pressure from all sides,1.0,7.1,1
STU-9436BAFF,7,4.6,6.8,3,6,4,Feeling numb and disconnected,0.4,8.4,1
STU-9436BAFF,8,6.0,5.6,3,4,4,Dreading going to class,1.4,8.7,1
STU-9436BAFF,9,5.0,4.9,4,7,1,Constantly tired no matter how much I sleep,0.6,10.0,2
STU-9436BAFF,10,5.0,6.4,4,7,1,Feeling hopeless about my grades,1.1,9.4,2
STU-9436BAFF,11,5.4,6.2,4,6,1,Feeling overwhelmed with assignments,0.0,10.9,2
STU-9436BAFF,12,4.8,7.0,5,9,1,Exhausted and burned out from studying,0.5,8.6,2
STU-CED4040F,1,3.3,10.2,6,8,0,Dreading going to class,0.8,13.0,2
STU-CED4040F,2,4.2,10.9,5,9,0,Struggling to concentrate on anything,0.6,13.1,2
STU-CED4040F,3,4.8,10.0,7,8,0,Feeling anxious about everything,1.5,11.5,2
STU-CED4040F,4,3.2,12.7,7,8,0,Lost all motivation to study,1.5,13.0,2
STU-CED4040F,5,3.4,9.9,6,8,0,Constantly tired no matter how much I sleep,1.1,11.7,2
STU-CED4040F,6,4.9,9.5,7,7,0,Too much pressure from all sides,1.3,12.5,2
STU-CED4040F,7,3.3,11.2,6,7,0,Constantly tired no matter how much I sleep,1.2,12.5,2
STU-CED4040F,8,3.6,11.7,6,7,0,Lost all motivation to study,0.8,11.9,2
STU-CED4040F,9,4.8,10.5,6,8,0,Feeling overwhelmed with assignments,1.0,12.6,2
STU-CED4040F,10,3.7,12.4,6,8,0,Exhausted and burned out from studying,1.4,12.5,2
STU-CED4040F,11,3.7,10.9,6,8,0,Feeling isolated and lonely,1.5,13.0,2
STU-CED4040F,12,3.5,10.1,6,9,0,Dreading going to class,1.2,12.4,2
STU-436CE015,1,5.6,8.2,2,5,4,"Good energy, looking forward to classes",3.5,7.2,1
STU-436CE015,2,6.2,8.4,2,4,3,"Routine day, nothing remarkable",3.4,7.6,1
STU-436CE015,3,5.8,8.7,1,4,3,Feeling balanced and in control,3.2,7.5,0
STU-436CE015,4,6.1,9.1,1,3,3,"Neither good nor bad, just normal",3.6,8.1,0
STU-436CE015,5,5.8,10.5,2,4,4,"Feeling okay, nothing special",3.5,8.7,1
STU-436CE015,6,5.8,9.3,1,5,4,"Average day, going through the motions",3.5,7.7,1
STU-436CE015,7,5.7,8.6,3,4,3,"Average day, going through the motions",3.7,8.2,1
STU-436CE015,8,6.1,9.4,2,4,5,"Average day, going through the motions",3.5,8.8,0
STU-436CE015,9,5.8,9.5,1,4,4,"Neither good nor bad, just normal",4.0,8.1,0
STU-436CE015,10,6.4,7.7,1,3,4,Feeling indifferent about things,4.2,8.0,0
STU-436CE015,11,6.1,9.2,2,3,4,Feeling indifferent about things,3.1,9.6,0
STU-436CE015,12,5.7,9.9,1,4,3,"Routine day, nothing remarkable",3.2,9.9,1
STU-0B9DA9B4,1,6.8,7.7,0,4,3,Exhausted and burned out from studying,2.8,8.3,0
STU-0B9DA9B4,2,6.3,6.2,1,4,3,"Neither good nor bad, just normal",3.3,6.6,0
STU-0B9DA9B4,3,6.0,5.9,1,4,4,"Neither good nor bad, just normal",1.9,5.5,0
STU-0B9DA9B4,4,5.5,4.5,1,5,3,Feeling isolated and lonely,2.5,8.0,1
STU-0B9DA9B4,5,7.2,4.7,2,6,2,Things are manageable but not exciting,2.5,6.2,1
STU-0B9DA9B4,6,5.4,7.4,1,5,3,Feeling indifferent about things,2.3,8.4,1
STU-0B9DA9B4,7,5.9,6.9,2,4,2,Feeling numb and disconnected,2.5,8.8,1
STU-0B9DA9B4,8,5.6,6.8,2,4,4,Feeling overwhelmed with assignments,1.5,8.7,1
STU-0B9DA9B4,9,5.8,5.5,3,6,3,Feeling isolated and lonely,1.5,8.9,1
STU-0B9DA9B4,10,6.0,6.0,4,5,1,"Breaking down emotionally, can't handle it",0.6,8.4,1
STU-0B9DA9B4,11,4.7,4.9,3,7,1,Feeling isolated and lonely,1.4,9.1,2
STU-0B9DA9B4,12,4.4,8.0,4,7,1,Feeling numb and disconnected,0.8,8.9,2
STU-AD603AC7,1,7.4,3.8,0,2,4,Feeling balanced and in control,3.0,5.1,0
STU-AD603AC7,2,7.9,1.1,0,2,4,Feeling balanced and in control,2.9,4.3,0
STU-AD603AC7,3,8.2,5.2,0,2,5,Motivated to study and stay on track,2.8,4.9,0
STU-AD603AC7,4,8.1,2.4,0,2,4,Excited about upcoming projects,3.6,4.4,0
STU-AD603AC7,5,6.6,2.3,0,1,5,Motivated to study and stay on track,3.5,3.4,0
STU-AD603AC7,6,6.8,2.3,0,2,3,Enjoying the learning process,3.4,4.3,0
STU-AD603AC7,7,8.0,2.5,0,1,5,Motivated to study and stay on track,3.2,4.7,0
STU-AD603AC7,8,7.9,2.6,0,3,5,Feeling confident about exams,3.4,4.6,0
STU-AD603AC7,9,7.8,2.0,0,2,4,Feeling confident about exams,,4.5,0
STU-AD603AC7,10,7.5,3.8,0,1,4,Enjoying the learning process,3.4,3.5,0
STU-AD603AC7,11,7.8,1.4,0,2,6,Enjoying the learning process,3.0,4.4,0
STU-AD603AC7,12,7.7,4.2,0,2,4,Happy and well-rested,2.7,3.5,0
STU-217F611A,1,7.0,6.5,2,6,4,Just getting by day to day,3.0,10.6,1
STU-217F611A,2,7.8,5.0,2,5,3,"Breaking down emotionally, can't handle it",3.6,8.9,1
STU-217F611A,3,7.5,5.8,2,5,4,Things are manageable but not exciting,4.1,9.9,1
STU-217F611A,4,7.5,7.1,2,5,2,Things are manageable but not exciting,3.7,9.4,1
STU-217F611A,5,7.6,6.4,2,4,3,Motivated to study and stay on track,3.6,9.5,0
STU-217F611A,6,7.6,8.0,0,5,3,Things are manageable but not exciting,2.9,8.9,0
STU-217F611A,7,6.5,6.4,1,6,4,"Neither good nor bad, just normal",3.5,8.8,1
STU-217F611A,8,7.9,5.9,2,5,2,"Feeling okay, nothing special",3.4,10.7,1
STU-217F611A,9,6.4,5.6,1,4,4,Feeling balanced and in control,3.6,9.6,0
STU-217F611A,10,,5.4,1,6,3,"Average day, going through the motions",3.8,9.4,1
STU-217F611A,11,7.4,4.3,2,4,4,Constantly tired no matter how much I sleep,3.2,9.8,0
STU-217F611A,12,7.5,7.3,2,4,3,Motivated to study and stay on track,3.8,12.0,0
STU-911CD1DC,1,5.4,9.4,7,10,0,Feeling overwhelmed with assignments,0.0,10.2,2
STU-911CD1DC,2,4.4,7.7,6,9,0,"Breaking down emotionally, can't handle it",0.1,9.1,2
STU-911CD1DC,3,4.7,8.5,7,9,1,"Can't sleep well, too much anxiety",0.1,9.4,2
STU-911CD1DC,4,4.7,8.9,6,7,0,Feeling hopeless about my grades,0.4,10.7,2
STU-911CD1DC,5,5.1,8.9,6,6,0,Feeling numb and disconnected,0.2,11.2,2
STU-911CD1DC,6,4.7,7.6,6,9,0,Too much pressure from all sides,0.0,10.3,2
STU-911CD1DC,7,5.1,9.2,7,8,0,"Can't sleep well, too much anxiety",0.3,9.7,2
STU-911CD1DC,8,4.6,9.1,6,7,0,Very stressed about deadlines,0.6,11.1,2
STU-911CD1DC,9,4.1,8.4,6,7,0,Constantly tired no matter how much I sleep,0.0,11.1,2
STU-911CD1DC,10,3.7,9.1,7,8,0,Lost all motivation to study,0.4,10.6,2
STU-911CD1DC,11,6.0,6.3,6,9,0,Feeling isolated and lonely,0.2,10.1,2
STU-911CD1DC,12,5.3,9.5,7,9,0,Struggling to concentrate on anything,0.0,9.5,2
STU-B48168F7,1,6.7,5.6,1,4,1,Things are manageable but not exciting,3.0,10.5,1
STU-B48168F7,2,7.1,7.3,1,4,2,Just getting by day to day,,11.4,1
STU-B48168F7,3,6.2,5.7,0,3,0,Feeling numb and disconnected,2.7,11.1,0
STU-B48168F7,4,6.4,6.5,1,3,1,Just getting by day to day,2.6,9.6,0
STU-B48168F7,5,6.0,5.8,0,4,1,"Routine day, nothing remarkable",2.5,10.4,1
STU-B48168F7,6,5.5,8.0,2,5,2,Feeling overwhelmed with assignments,2.9,9.4,1
STU-B48168F7,7,6.4,6.4,1,4,1,"Doing alright, could be better",2.7,9.7,1
STU-B48168F7,8,6.4,6.9,1,2,0,Feeling indifferent about things,2.5,8.5,0
STU-B48168F7,9,5.8,7.6,1,5,2,"Breaking down emotionally, can't handle it",2.7,10.0,1
STU-B48168F7,10,6.3,5.8,1,4,2,"Had a productive day, feeling accomplished",2.7,9.0,0
STU-B48168F7,11,5.4,7.6,0,3,0,"Average day, going through the motions",2.3,10.5,1
STU-B48168F7,12,6.3,8.7,2,4,1,Feeling indifferent about things,2.7,10.5,1
STU-12490D53,1,4.9,5.0,1,4,2,Feeling overwhelmed with assignments,2.1,9.3,1
STU-12490D53,2,6.1,5.0,2,6,2,"Feeling okay, nothing special",2.3,8.3,1
STU-12490D53,3,4.6,7.6,1,4,1,Just getting by day to day,3.2,8.0,1
STU-12490D53,4,6.4,5.7,2,4,1,"Doing alright, could be better",2.3,8.1,1
STU-12490D53,5,,5.5,1,4,2,"Neither good nor bad, just normal",2.3,8.0,1
STU-12490D53,6,5.6,7.1,2,4,2,"Had a productive day, feeling accomplished",2.2,8.1,1
STU-12490D53,7,5.1,5.0,2,5,1,Things are manageable but not exciting,2.7,8.5,1
STU-12490D53,8,6.4,5.5,1,5,0,"Doing alright, could be better",3.2,7.0,1
STU-12490D53,9,7.1,6.9,2,5,2,"Neither good nor bad, just normal",2.7,8.0,1
STU-12490D53,10,6.5,5.1,2,5,2,Feeling indifferent about things,2.7,8.6,1
STU-12490D53,11,5.0,5.2,1,6,0,"Feeling okay, nothing special",3.7,8.9,1
STU-12490D53,12,5.7,7.9,2,5,1,Constantly tired no matter how much I sleep,2.4,7.7,1
STU-3C8C45CA,1,8.5,7.4,1,5,3,Too much pressure from all sides,2.3,7.5,0
STU-3C8C45CA,2,7.2,6.5,1,6,2,"Average day, going through the motions",2.1,8.9,1
STU-3C8C45CA,3,7.2,5.6,1,5,4,Just getting by day to day,2.6,8.6,0
STU-3C8C45CA,4,7.5,7.7,1,6,3,Feeling isolated and lonely,2.4,7.5,1
STU-3C8C45CA,5,6.9,6.9,1,7,4,Things are manageable but not exciting,2.2,9.0,1
STU-3C8C45CA,6,7.3,7.6,1,6,2,"Routine day, nothing remarkable",2.4,8.8,1
STU-3C8C45CA,7,7.0,8.5,0,5,3,Exhausted and burned out from studying,2.5,7.5,0
STU-3C8C45CA,8,7.9,6.9,1,6,5,Feeling numb and disconnected,2.1,6.7,0
STU-3C8C45CA,9,6.7,7.0,0,6,3,"Doing alright, could be better",2.4,7.9,1
STU-3C8C45CA,10,7.7,6.5,2,6,4,Just getting by day to day,3.0,8.7,1
STU-3C8C45CA,11,7.1,6.2,1,6,2,Feeling indifferent about things,2.7,8.8,1
STU-3C8C45CA,12,7.0,6.5,2,7,4,Happy and well-rested,2.5,5.5,1
STU-D9E885E1,1,7.6,5.8,2,2,3,"Feeling okay, nothing special",3.4,5.0,0
STU-D9E885E1,2,6.9,5.2,2,5,2,"Breaking down emotionally, can't handle it",3.2,5.8,1
STU-D9E885E1,3,7.5,2.9,1,3,3,Feeling indifferent about things,2.4,7.2,0
STU-D9E885E1,4,7.0,4.8,1,5,2,"Doing alright, could be better",3.0,7.0,1
STU-D9E885E1,5,6.6,4.2,2,4,1,Just getting by day to day,2.3,5.8,1
STU-D9E885E1,6,6.5,3.3,2,5,1,"Doing alright, could be better",2.6,7.4,1
STU-D9E885E1,7,6.1,4.7,3,7,1,Feeling anxious about everything,2.6,7.0,2
STU-D9E885E1,8,6.0,4.6,3,5,0,Feeling isolated and lonely,1.3,6.4,1
STU-D9E885E1,9,6.1,3.9,3,6,0,Too much pressure from all sides,2.0,7.8,1
STU-D9E885E1,10,,4.7,4,4,1,Lost all motivation to study,1.3,7.7,1
STU-D9E885E1,11,6.4,4.8,4,7,1,"Breaking down emotionally, can't handle it",1.6,7.9,2
STU-D9E885E1,12,5.9,3.6,4,7,0,Lost all motivation to study,1.0,9.6,2
STU-DBB79D66,1,6.7,6.0,1,1,6,Excited about upcoming projects,5.2,4.2,0
STU-DBB79D66,2,8.3,2.6,0,2,6,"Had a productive day, feeling accomplished",6.2,5.4,0
STU-DBB79D66,3,6.7,6.1,0,1,5,Feeling great and motivated today,6.0,4.7,0
STU-DBB79D66,4,8.4,6.7,0,2,5,"Good energy, looking forward to classes",5.4,5.2,0
STU-DBB79D66,5,6.7,6.0,0,1,5,Motivated to study and stay on track,5.7,3.0,0
STU-DBB79D66,6,7.7,7.2,0,1,7,Feeling great and motivated today,5.3,3.2,0
STU-DBB79D66,7,6.6,6.1,0,1,5,Feeling balanced and in control,6.1,3.9,0
STU-DBB79D66,8,8.3,6.5,0,1,4,Feeling confident about exams,5.4,5.1,0
STU-DBB79D66,9,7.3,5.7,0,2,6,Excited about upcoming projects,5.6,3.7,0
STU-DBB79D66,10,6.6,6.0,0,1,6,"Had a productive day, feeling accomplished",5.6,4.0,0
STU-DBB79D66,11,7.2,4.7,0,2,6,"Good energy, looking forward to classes",4.8,2.7,0
STU-DBB79D66,12,7.5,5.0,0,3,4,Feeling confident about exams,6.1,4.5,0
STU-D3F627EC,1,7.9,4.8,0,1,3,Happy and well-rested,5.3,5.4,0
STU-D3F627EC,2,7.1,6.0,0,2,3,Excited about upcoming projects,5.1,5.3,0
STU-D3F627EC,3,7.5,5.8,0,1,3,Feeling calm and focused,5.5,6.3,0
STU-D3F627EC,4,8.9,2.8,0,2,3,Excited about upcoming projects,5.3,6.0,0
STU-D3F627EC,5,8.8,4.8,1,1,4,Enjoying the learning process,5.4,6.7,0
STU-D3F627EC,6,7.6,6.8,1,2,3,Feeling confident about exams,4.9,5.5,0
STU-D3F627EC,7,8.0,3.3,0,2,4,Enjoying the learning process,4.7,5.0,0
STU-D3F627EC,8,7.0,3.3,0,1,2,Enjoying the learning process,4.4,5.9,0
STU-D3F627EC,9,,4.3,0,2,4,"Good energy, looking forward to classes",6.1,6.0,0
STU-D3F627EC,10,7.8,4.0,0,1,4,Excited about upcoming projects,5.3,5.5,0
STU-D3F627EC,11,9.2,3.0,0,1,4,"Good energy, looking forward to classes",5.0,4.5,0
STU-D3F627EC,12,7.8,4.4,0,2,3,Motivated to study and stay on track,5.4,5.7,0
STU-D142FA45,1,7.5,3.2,1,3,4,Feeling isolated and lonely,3.4,9.1,0
STU-D142FA45,2,6.8,3.9,2,5,3,Just getting by day to day,4.1,8.2,1
STU-D142FA45,3,7.6,5.1,0,5,4,Constantly tired no matter how much I sleep,2.9,8.0,0
STU-D142FA45,4,6.2,3.2,2,4,3,"Can't sleep well, too much anxiety",2.7,8.3,1
STU-D142FA45,5,6.8,1.0,1,6,4,"Doing alright, could be better",2.4,8.6,1
STU-D142FA45,6,,2.9,3,7,2,"Breaking down emotionally, can't handle it",2.8,7.8,1
STU-D142FA45,7,6.5,3.9,2,6,3,Too much pressure from all sides,2.7,10.4,1
STU-D142FA45,8,6.2,7.0,3,7,4,Feeling hopeless about my grades,2.4,10.0,1
STU-D142FA45,9,5.7,2.3,2,7,3,Feeling numb and disconnected,2.3,10.7,1
STU-D142FA45,10,5.0,3.2,4,6,1,Lost all motivation to study,1.6,10.3,2
STU-D142FA45,11,6.1,4.9,3,8,2,Dreading going to class,2.6,9.9,2
STU-D142FA45,12,5.5,5.0,3,8,3,Struggling to concentrate on anything,1.1,10.3,2
STU-3B1ACF4A,1,7.0,8.0,2,4,0,Happy and well-rested,1.6,7.5,1
STU-3B1ACF4A,2,6.1,10.3,1,5,2,Enjoying the learning process,2.4,6.9,1
STU-3B1ACF4A,3,6.7,8.2,2,5,1,Feeling confident about exams,2.1,7.0,1
STU-3B1ACF4A,4,7.3,7.2,2,5,2,Feeling indifferent about things,2.0,8.0,1
STU-3B1ACF4A,5,6.1,8.0,2,4,2,Just getting by day to day,3.1,7.1,1
STU-3B1ACF4A,6,5.8,7.4,1,4,2,Feeling calm and focused,2.6,6.6,1
STU-3B1ACF4A,7,6.8,7.4,2,6,2,Just getting by day to day,2.4,5.8,1
STU-3B1ACF4A,8,7.3,7.0,1,5,2,Exhausted and burned out from studying,3.0,6.0,1
STU-3B1ACF4A,9,7.5,8.4,0,5,1,"Routine day, nothing remarkable",,6.7,1
STU-3B1ACF4A,10,6.5,9.0,2,6,2,Feeling isolated and lonely,2.3,5.6,1
STU-3B1ACF4A,11,7.0,8.2,0,5,1,"Average day, going through the motions",1.7,5.7,1
STU-3B1ACF4A,12,6.2,8.5,1,4,2,Feeling great and motivated today,2.8,5.7,0
STU-40ACAE16,1,7.8,2.2,0,1,5,"Good energy, looking forward to classes",5.5,3.6,0
STU-40ACAE16,2,8.5,5.0,0,2,4,Motivated to study and stay on track,,3.5,0
STU-40ACAE16,3,7.8,4.6,0,2,4,"Had a productive day, feeling accomplished",5.5,4.0,0
STU-40ACAE16,4,7.0,5.0,0,1,4,"Had a productive day, feeling accomplished",5.4,3.4,0
STU-40ACAE16,5,7.5,4.5,0,4,5,Feeling calm and focused,5.3,4.2,0
STU-40ACAE16,6,7.3,3.6,0,1,5,Enjoying the learning process,5.4,3.0,0
STU-40ACAE16,7,,5.9,0,4,5,Excited about upcoming projects,5.5,4.4,0
STU-40ACAE16,8,8.3,5.0,0,3,5,Happy and well-rested,5.1,3.0,0
STU-40ACAE16,9,7.3,5.6,0,2,4,Motivated to study and stay on track,5.5,3.2,0
STU-40ACAE16,10,7.1,6.6,0,2,4,Feeling confident about exams,5.6,2.7,0
STU-40ACAE16,11,7.8,6.0,0,2,5,Enjoying the learning process,5.2,2.9,0
STU-40ACAE16,12,7.5,3.9,0,1,4,Happy and well-rested,4.6,3.0,0
STU-72894AF2,1,6.2,8.5,1,4,2,"Neither good nor bad, just normal",2.3,6.6,1
STU-72894AF2,2,6.4,7.9,1,4,2,Too much pressure from all sides,3.4,7.3,0
STU-72894AF2,3,6.3,7.5,1,5,0,Motivated to study and stay on track,2.5,7.1,1
STU-72894AF2,4,5.9,7.4,0,4,2,Feeling indifferent about things,2.4,7.8,0
STU-72894AF2,5,,7.1,1,5,2,Feeling confident about exams,2.2,6.7,1
STU-72894AF2,6,5.4,8.4,0,6,0,"Routine day, nothing remarkable",2.1,5.4,1
STU-72894AF2,7,5.4,7.0,0,4,2,Feeling numb and disconnected,2.6,6.8,0
STU-72894AF2,8,7.6,8.9,1,4,1,Just getting by day to day,1.6,6.1,1
STU-72894AF2,9,6.4,8.8,0,4,0,Just getting by day to day,2.5,6.0,1
STU-72894AF2,10,6.3,10.0,1,4,1,"Good energy, looking forward to classes",2.2,6.2,1
STU-72894AF2,11,6.5,9.9,1,5,2,"Had a productive day, feeling accomplished",2.8,5.7,1
STU-72894AF2,12,7.2,8.0,0,5,1,Feeling numb and disconnected,2.2,7.2,1
STU-9394D120,1,5.6,8.8,3,7,0,Constantly tired no matter how much I sleep,2.0,11.2,2
STU-9394D120,2,4.5,8.4,3,7,0,Very stressed about deadlines,1.9,10.0,2
STU-9394D120,3,5.6,10.8,4,7,1,Too much pressure from all sides,2.1,10.3,2
STU-9394D120,4,,7.4,3,7,0,Exhausted and burned out from studying,2.4,9.1,2
STU-9394D120,5,5.5,9.4,3,6,1,Too much pressure from all sides,2.5,10.1,2
STU-9394D120,6,5.5,10.0,3,7,2,Too much pressure from all sides,,11.0,2
STU-9394D120,7,6.5,8.3,2,7,2,"Feeling okay, nothing special",3.1,9.4,1
STU-9394D120,8,6.9,9.9,2,6,2,Feeling confident about exams,2.8,10.3,1
STU-9394D120,9,5.0,9.1,3,5,1,"Neither good nor bad, just normal",2.2,10.1,1
STU-9394D120,10,7.3,10.3,2,5,3,Feeling balanced and in control,2.7,9.5,1
STU-9394D120,11,7.5,8.9,2,5,3,Feeling calm and focused,3.8,8.4,1
STU-9394D120,12,7.6,7.8,2,5,3,"Had a productive day, feeling accomplished",2.9,9.2,1
STU-8CD8A5BF,1,5.3,7.8,2,6,4,Dreading going to class,3.5,8.4,1
STU-8CD8A5BF,2,6.7,6.3,3,6,4,"Doing alright, could be better",4.0,7.3,1
STU-8CD8A5BF,3,6.0,7.7,3,6,3,Exhausted and burned out from studying,3.6,7.9,1
STU-8CD8A5BF,4,6.6,6.5,2,5,4,"Neither good nor bad, just normal",3.8,9.1,1
STU-8CD8A5BF,5,5.3,6.1,3,7,3,"Feeling okay, nothing special",4.1,9.6,1
STU-8CD8A5BF,6,6.0,5.6,3,5,3,"Neither good nor bad, just normal",3.8,8.6,1
STU-8CD8A5BF,7,5.5,5.1,3,5,3,Dreading going to class,4.1,9.0,1
STU-8CD8A5BF,8,6.4,8.7,2,6,2,"Neither good nor bad, just normal",4.0,8.6,1
STU-8CD8A5BF,9,6.3,6.9,3,5,4,Feeling great and motivated today,3.3,7.9,1
STU-8CD8A5BF,10,6.8,6.5,3,6,2,Feeling confident about exams,4.1,9.8,1
STU-8CD8A5BF,11,5.7,8.5,2,4,4,"Doing alright, could be better",3.9,8.4,1
STU-8CD8A5BF,12,6.5,7.2,2,5,2,"Feeling okay, nothing special",4.0,8.5,1
STU-9A3432CB,1,5.2,6.8,2,8,2,"Can't sleep well, too much anxiety",2.6,8.2,2
STU-9A3432CB,2,5.7,9.7,2,7,0,Feeling isolated and lonely,1.6,8.6,2
STU-9A3432CB,3,6.0,9.1,1,7,1,Feeling overwhelmed with assignments,2.8,7.8,1
STU-9A3432CB,4,4.6,9.6,2,8,1,"Can't sleep well, too much anxiety",2.6,7.6,2
STU-9A3432CB,5,5.2,9.0,1,6,1,"Breaking down emotionally, can't handle it",2.6,7.4,1
STU-9A3432CB,6,6.5,7.6,1,6,2,Feeling hopeless about my grades,2.5,8.1,1
STU-9A3432CB,7,,7.7,1,6,3,"Average day, going through the motions",2.7,7.6,1
STU-9A3432CB,8,5.9,8.6,0,6,3,Just getting by day to day,3.9,8.0,1
STU-9A3432CB,9,5.9,10.5,1,5,1,"Average day, going through the motions",4.2,7.0,1
STU-9A3432CB,10,6.2,9.5,1,5,2,Motivated to study and stay on track,3.4,7.7,1
STU-9A3432CB,11,6.6,8.2,0,4,3,Enjoying the learning process,3.4,8.4,0
STU-9A3432CB,12,7.4,6.4,0,4,0,Feeling calm and focused,3.4,6.6,0
STU-A30327D7,1,,3.9,0,2,6,Feeling balanced and in control,5.0,3.7,0
STU-A30327D7,2,7.7,6.2,0,2,4,Feeling great and motivated today,4.5,4.9,0
